id;name;H-index;University;;
8252;Piotr Indyk;66; MIT;;
8253;Thijs Laarhoven;14; ;;
8254;Ilya Razenshteyn;11; ;;
8255;Jonas W. Mueller; Not in Google Scholar; Not in Google Scholar;;
8256;Pierre Baque; Not in Google Scholar; Not in Google Scholar;;
8257;Gunwoong Park; Not in Google Scholar; Not in Google Scholar;;
8258;Dan Alistarh;13; ;;
8259;Jennifer Iglesias; Not in Google Scholar; Not in Google Scholar;;
826;Janeen Anderson; Not in Google Scholar; Not in Google Scholar;;
8260;Pratik Jawanpuria;5; Amazon.com;;
8261;John Schulman;18; ;;
8262;Theophane Weber;9; ;;
8263;Anuj Mahajan;1; ;;
8264;Megasthenis Asteris;6; University of Texas at Austin;;
8265;Anastasios Kyrillidis;14; UT Austin;;
8266;Fredrik D. Johansson;5; MIT;;
8267;Ankani Chattoraj; Not in Google Scholar; Not in Google Scholar;;
8268;R?bert Busa-Fekete; Not in Google Scholar; Not in Google Scholar;;
8269;Adil Paul; Not in Google Scholar; Not in Google Scholar;;
827;John Wawrzynek; Not in Google Scholar; Not in Google Scholar;;
8270;ABHISEK KUNDU; Not in Google Scholar; Not in Google Scholar;;
8271;Emmanuel Abbe; Not in Google Scholar; Not in Google Scholar;;
8272;Colin Sandon; Not in Google Scholar; Not in Google Scholar;;
8273;Bhaswar Bhattacharya;7; University of Pennsylvania;;
8274;Sriram Vishwanath;38; University of Texas, Austin;;
8275;Noam Brown;5; Carnegie Mellon University;;
8276;Kirthevasan Kandasamy;7; Carnegie Mellon University;;
8277;james m. robins; Not in Google Scholar; Not in Google Scholar;;
8278;Guillaume P. Dehaene; Not in Google Scholar; Not in Google Scholar;;
8279;Simon Barthelm?; Not in Google Scholar; Not in Google Scholar;;
828;Misha Mahowald; Not in Google Scholar; Not in Google Scholar;;
8280;Yang Ning;5; University of Houston;;
8281;Arya Mazumdar;13; ;;
8282;Ankit Singh Rawat;15; MIT;;
8283;Ravi Sastry Ganti; Not in Google Scholar; Not in Google Scholar;;
8284;Laura Balzano;18; University of Michigan, Ann Arbor;;
8285;Aurelien Lucchi;14; ETH Zurich;;
8286;Wei Sun;6; University of North Carolina;;
8287;Guang Cheng;6; Pacific Northwest National Laboratory;;
8288;Christopher R. Dance;23; ;;
8289;Aviv Tamar;9; UC Berkeley;;
829;Massimo Sivilotti; Not in Google Scholar; Not in Google Scholar;;
8290;Shan-Wei Lin; Not in Google Scholar; Not in Google Scholar;;
8291;Zheng Qu; Not in Google Scholar; Massachusetts Institute of Technology;;
8292;Peter Richtarik;24; University of Edinburgh;;
8293;Tasuku Soma;4; University of Tokyo;;
8294;Hongzhou Lin; Not in Google Scholar; Not in Google Scholar;;
8295;Joseph Lehec;6; Université Paris-Dauphine;;
8296;Raffaello Camoriano;4; IIT;;
8297;Hsiang-Fu Yu;13; University of Texas at Austin;;
8298;Kai-Yang Chiang;7; University of Texas at Austin;;
8299;Brendan van Rooyen; Not in Google Scholar; Not in Google Scholar;;
83;W. H. Zaagman; Not in Google Scholar; Not in Google Scholar;;
830;Dave Gillespie; Not in Google Scholar; Not in Google Scholar;;
8300;Aditya Menon;15; NICTA;;
8301;Jeffrey Pennington; Not in Google Scholar; Not in Google Scholar;;
8302;Felix Yu;12; Google;;
8303;Tomas Kocisky; Not in Google Scholar; Not in Google Scholar;;
8304;Lasse Espeholt;3; Google;;
8305;Will Kay;2; Google;;
8306;Shafin Rahman;5; Australian National University;;
8307;Antti Rasmus; Not in Google Scholar; Not in Google Scholar;;
8308;Andrew M. Dai;9; Google Inc;;
8309;Ross Goroshin;7; Google;;
831;Ali A. Minai;26; University of Cincinnati;;
8310;Michael F. Mathieu;11; New York University;;
8311;David Kappel; Not in Google Scholar; Not in Google Scholar;;
8312;Robert Legenstein;22; Graz University of Technology;;
8313;Dougal Maclaurin;13; Harvard University;;
8314;Jorge Iparraguirre; Not in Google Scholar; Not in Google Scholar;;
8315;Rafael Bombarell; Not in Google Scholar; Not in Google Scholar;;
8316;Timothy Hirzel; Not in Google Scholar; Not in Google Scholar;;
8317;Alan Aspuru-Guzik;50; Harvard University;;
8318;Xingjian SHI; Not in Google Scholar; Not in Google Scholar;;
8319;Zhourong Chen; Not in Google Scholar; Not in Google Scholar;;
832;William B. Levy; Not in Google Scholar; Not in Google Scholar;;
8320;Wai-kin Wong; Not in Google Scholar; Not in Google Scholar;;
8321;Wang-chun WOO; Not in Google Scholar; Not in Google Scholar;;
8322;Noam Shazeer; Not in Google Scholar; Not in Google Scholar;;
8323;Finale Doshi-Velez; Not in Google Scholar; Not in Google Scholar;;
8324;Chongxuan Li; Not in Google Scholar; Not in Google Scholar;;
8325;Tianlin Shi;6; Stanford University;;
8326;Andrew Miller;19; ;;
8327;Albert Wu;97; ;;
8328;Jeff Regier; Not in Google Scholar; Not in Google Scholar;;
8329;Jon McAuliffe;13; University of California, Berkeley;;
833;Harris Drucker; Not in Google Scholar; Not in Google Scholar;;
8330;Mr. Prabhat; Not in Google Scholar; Not in Google Scholar;;
8331;David Schlegel;122; Lawrence Berkeley National Lab;;
8332;Shixiang Gu;11; University of Cambridge;;
8333;Il Memming Park;16; Stony Brook University;;
8334;Djork-Arn? Clevert; Not in Google Scholar; Not in Google Scholar;;
8335;Andreas Mayr;17; Friedrich-Alexander-Universität Erlangen;;
8336;Thomas Unterthiner;7; Johannes Kepler University Linz;;
8337;Manuel Watter; Not in Google Scholar; Not in Google Scholar;;
8338;Joschka Boedecker;14; University of Freiburg;;
8339;Anoop Korattikara Balan; Not in Google Scholar; Not in Google Scholar;;
834;Gerald Fahner; Not in Google Scholar; Not in Google Scholar;;
8340;Vivek Rathod; Not in Google Scholar; Not in Google Scholar;;
8341;Jianshu Chen;16; ;;
8342;Ji He;4; University of Washington;;
8343;Yelong Shen;11; Kent State University;;
8344;Xiaodong He;35; ;;
8345;Jianfeng Gao;49; ;;
8346;Xinying Song; Not in Google Scholar; Not in Google Scholar;;
8347;Nilesh Tripuraneni;2; UC Berkeley;;
8348;Hong Ge;3; Cambridge University;;
8349;Kush Bhatia; Not in Google Scholar; Not in Google Scholar;;
835;Rolf Eckmiller; Not in Google Scholar; Not in Google Scholar;;
8350;Himanshu Jain;3; ICF International;;
8351;Moontae Lee; Not in Google Scholar; Not in Google Scholar;;
8352;David Bindel;23; Cornell University;;
8353;David Mimno;23; Cornell University;;
8354;Ke Sun;24; CalTech;;
8355;Stephane Marchand-Maillet;21; University of Geneva;;
8356;Miguel A. Carreira-Perpinan;29; University of California, Merced;;
8357;Max Vladymyrov;6; Google;;
8358;Wittawat Jitkrittum;7; University College London;;
8359;Ahmad Qamar;4; Not in Google Scholar;;
836;Charles W. Anderson;37; Michigan State University;;
8360;Tian Gao;4; University of Science and Technology of China;;
8361;Jiaji Huang;6; ;;
8362;Qiang Qiu;13; Duke University;;
8363;TIAN TIAN; Not in Google Scholar; Not in Google Scholar;;
8364;Alexander Kirillov;38; Instituto Superior Técnico;;
8365;Dmytro Shlezinger; Not in Google Scholar; Not in Google Scholar;;
8366;Xiaocheng Shang;3; ETH Zurich;;
8367;Zhanxing Zhu;5; Peking University;;
8368;Benedict Leimkuhler;33; University of Edinburgh;;
8369;Jimeng Sun;45; Georgia Institute of Technology;;
837;George Zavaliagkos; Not in Google Scholar; Not in Google Scholar;;
8370;Akihiro Kishimoto;20; ;;
8371;Radu Marinescu;14; ;;
8372;Adi Botea;20; ;;
8373;David B. Smith;13; University of Nebraska-Lincoln;;
8374;Kirill Trapeznikov;9; Boston University;;
8375;Michail Kontitsis; Not in Google Scholar; Not in Google Scholar;;
8376;Jaya Kawale;10; ;;
8377;Hung H. Bui;26; SRI International;;
8378;Long Tran-Thanh;12; University of Southampton;;
8379;Fangjian Guo; Not in Google Scholar; Not in Google Scholar;;
838;Richard M. Schwartz;62; ;;
8380;Dinesh Ramasamy;6; University of California Santa Barbara;;
8381;Upamanyu Madhow;56; University of California, Santa Barbara;;
8382;Cynthia Dwork;62; ;;
8383;Omer Reingold;43; Stanford University;;
8384;Aaron Roth;25; University of Pennsylvania;;
8385;Krzysztof Dembczynski;23; Poznan University of Technology;;
8386;Bo Waggoner;6; UPenn;;
8387;Yen-Chi Chen;9; University of Washington;;
8388;Shirley Ho;17; Nanyang Technological University;;
8389;Matt J. Kusner; Not in Google Scholar; Not in Google Scholar;;
839;John Makhoul;56; BBN Technologies;;
8390;Wenlin Chen;11; Facebook;;
8391;Benjamin Moseley;17; Washington University in St. Louis;;
8392;Tianyang Li;7; ;;
8393;Weiwei Liu;2; Texas Christian University;;
8394;Ivor Tsang;45; University of Technology Sydney;;
8395;Bryan D. He;3; Stanford University;;
8396;Janne H. Korhonen;6; Aalto University;;
8397;Pekka Parviainen;9; Aalto University;;
8398;Zhan Wei Lim;3; National University of Singapore;;
8399;Siqi Sun; Not in Google Scholar; Not in Google Scholar;;
84;John L. Wyatt Jr.; Not in Google Scholar; Not in Google Scholar;;
8400;mladen kolar; Not in Google Scholar; Not in Google Scholar;;
8401;Anastasia Pentina;4; IST Austria;;
8402;Huasen Wu;6; Twitter;;
8403;R. Srikant; Not in Google Scholar; Not in Google Scholar;;
8404;Xin Liu;15; ;;
8405;Chong Jiang; Not in Google Scholar; Not in Google Scholar;;
8406;Tatsunori Hashimoto;8; ;;
8407;Saurabh Paul;5; ;;
8408;Yunwen Lei;4; City University of Hong Kong;;
8409;Urun Dogan;7; Microsoft;;
841;Jacob Erel; Not in Google Scholar; Not in Google Scholar;;
8410;Alexander Binder;12; Singapore University of Technology and Design;;
8411;Marco Pavone;21; Stanford University;;
8412;Jason Hartline;35; Northwestern U;;
8413;Eva Tardos;62; Cornell University;;
8414;Parikshit Shah;12; University of Wisconsin-Madison;;
8415;Gongguo Tang;15; Colorado School of Mines;;
8416;Huishuai Zhang;6; Syracuse University;;
8417;Yi Zhou;11; University of Western Sydney;;
8418;Yingbin Liang;23; Syracuse University;;
8419;Ibrahim M. Alabdulmohsin; Not in Google Scholar; Not in Google Scholar;;
842;Henri Atlan; Not in Google Scholar; Not in Google Scholar;;
8420;Sohail Bahmani;6; Georgia Institute of Tech;;
8421;Justin Romberg; Not in Google Scholar; Not in Google Scholar;;
8422;Suriya Gunasekar;6; TTI Chicago;;
8423;Masrour Zoghi;8; ;;
8424;Shimon Whiteson;30; University of Oxford;;
8425;Maarten de Rijke;63; University of Amsterdam;;
8426;Junpei Komiyama; Not in Google Scholar; Not in Google Scholar;;
8427;Junya Honda; Not in Google Scholar; Not in Google Scholar;;
8428;Oren Anava;4; Technion;;
8429;Wei Cao;12; UCSB;;
843;Noboru Murata;27; Waseda University;;
8430;Yufei Tao;61; Chinese University of Hong Kong;;
8431;Zhize Li; Not in Google Scholar; Not in Google Scholar;;
8432;Ruoyu Sun;9; UIUC;;
8433;Julien Audiffren;3; ;;
8434;Chansoo Lee; Not in Google Scholar; Not in Google Scholar;;
8435;Sorathan Chaturapruek;4; Stanford University Computer Science;;
8436;Yifan Wu;4; Carnegie Mellon University;;
8437;Theodoros Tsiligkaridis;7; ;;
8438;Keith Forsythe; Not in Google Scholar; Not in Google Scholar;;
8439;Soroosh Shafieezadeh-Abadeh;3; EPFL;;
844;Shun-ichi Amari; Not in Google Scholar; Not in Google Scholar;;
8440;Peyman Mohajerin Esfahani;12; ;;
8442;William Uther;16; University of New South Wales;;
8443;Michael N. Jones;26; Indiana University;;
8444;Seungyeon Kim;4; ;;
8445;Tim Salimans;10; ;;
8447;David Hsu;36; National University of Singapore;;
845;Kevin E. Martin; Not in Google Scholar; Not in Google Scholar;;
8450;Eli Gutin; Not in Google Scholar; Not in Google Scholar;;
8451;Jiyan Yang; Not in Google Scholar; Not in Google Scholar;;
8452;Farbod Roosta-Khorasani; Not in Google Scholar; Not in Google Scholar;;
8453;Kaito Fujii; Not in Google Scholar; Not in Google Scholar;;
8454;Marco Fraccaro; Not in Google Scholar; Not in Google Scholar;;
8455;S?ren Kaae S?nderby; Not in Google Scholar; Not in Google Scholar;;
8456;Hongseok Namkoong;2; Stanford University;;
8457;Nir Rosenfeld;3; Hebrew University of Jerusalem;;
8458;Jakob Foerster;5; Oxford University;;
8459;Yannis M. Assael;5; University of Oxford;;
846;Jonathan A. Marshall;18; ;;
8460;Tyler B. Johnson;3; University of Washington;;
8461;Davide Boscaini;7; University of Lugano;;
8462;Emanuele Rodol?; Not in Google Scholar; Not in Google Scholar;;
8463;Michael Bronstein;44; University of Lugano;;
8464;YI WU; Not in Google Scholar; Not in Google Scholar;;
8465;Garrett Thomas; Not in Google Scholar; Not in Google Scholar;;
8466;Ji Xu;10; UCLA;;
8467;Arian Maleki;21; Columbia University;;
8468;JUN HAN; Not in Google Scholar; Not in Google Scholar;;
8469;Kentaro Minami; Not in Google Scholar; Not in Google Scholar;;
847;Hinrich Sch?tze; Not in Google Scholar; Not in Google Scholar;;
8470;HItomi Arai; Not in Google Scholar; Not in Google Scholar;;
8471;Junbo Jake Zhao;5; New York University;;
8472;Aditya Ramesh; Not in Google Scholar; Not in Google Scholar;;
8473;Quentin Cormier;1; ENS Lyon;;
8474;Kevin Canini;11; University of California, Berkeley;;
8475;Yannic Kilcher; Not in Google Scholar; Not in Google Scholar;;
8476;Kieran Milan; Not in Google Scholar; Not in Google Scholar;;
8477;James Kirkpatrick;24; Imperial College;;
8478;Demis Hassabis;30; ;;
8479;Pingfan Tang;4; University of Utah;;
848;Brian V. Bonnlander; Not in Google Scholar; Not in Google Scholar;;
8480;Jeff M. Phillips;21; University of Utah;;
8481;Catalin Ionescu;6; ;;
8482;Blake E. Woodworth; Not in Google Scholar; Not in Google Scholar;;
8483;Panagiotis Toulis;11; University of Chicago;;
8484;Feras Saad; Not in Google Scholar; Not in Google Scholar;;
8485;Gang Wang;35; ;;
8486;Georgios Giannakis;127; University of Minnesota;;
8487;Ahmed Ibrahim; Not in Google Scholar; Virginia Tech;;
8488;Dmitry Ostrovsky;4; ;;
8489;Rodrigo Nogueira;3; New York University;;
849;P. Read Montague; Not in Google Scholar; Not in Google Scholar;;
8490;Longyin Wen;10; ;;
8491;Luca Bertinetto;4; University of Oxford;;
8492;Jo?o F. Henriques; Not in Google Scholar; Not in Google Scholar;;
8493;Jack Valmadre;8; University of Oxford;;
8494;Yang You; Not in Google Scholar; Not in Google Scholar;;
8495;Ken Kansky; Not in Google Scholar; Not in Google Scholar;;
8496;Wolfgang Lehrach; Not in Google Scholar; Not in Google Scholar;;
8497;CC Laan; Not in Google Scholar; Not in Google Scholar;;
8498;D. Phoenix; Not in Google Scholar; Not in Google Scholar;;
8499;Dileep George; Not in Google Scholar; Not in Google Scholar;;
85;D. L. Standley; Not in Google Scholar; Not in Google Scholar;;
850;Markus Schenkel;2; ;;
8500;Daniel Haas;6; UC Berkeley;;
8501;Reza Eghbali;3; University of Washington;;
8502;Shanshan Wu;6; KU;;
8503;Srinadh Bhojanapalli;8; TTI Chicago;;
8505;Matteo Hessel;3; Google;;
8506;Wei-Shou Hsu; Not in Google Scholar; Not in Google Scholar;;
8507;Rishi Gupta;10; University of Victoria;;
8508;Sergei Vassilvitskii;28; Google;;
8509;Qilong Gu; Not in Google Scholar; Not in Google Scholar;;
851;H. Weissman; Not in Google Scholar; Not in Google Scholar;;
8510;Ilija Bogunovic;3; EPFL, Lausanne;;
8511;Jonathan Scarlett;11; École Polytechnique Fédérale de Lausanne;;
8512;Micha?l Defferrard; Not in Google Scholar; Not in Google Scholar;;
8513;Pierre Vandergheynst;51; Swiss Federal Institute of Technology;;
8514;Aaron Schein;7; University of Southern California;;
8515;Hanna Wallach;16; ;;
8516;George Papamakarios; Not in Google Scholar; Not in Google Scholar;;
8517;Hossein Esfandiari;5; University of Maryland;;
8518;Nitish Korula;13; Google;;
8519;Maruan Al-Shedivat;5; Carnegie Mellon University;;
852;C. Nohl; Not in Google Scholar; Not in Google Scholar;;
8520;Rizal Fathony;0; University of Illinois at Chicago;;
8521;Justin Eldridge;3; Ohio State University;;
8522;Tuomas Haarnoja;4; University of California, Berkeley;;
8523;Anurag Ajay;2; UC Berkeley;;
8524;Jaan Altosaar;3; Princeton University;;
8525;Alnur Ali;6; Carnegie Mellon University;;
8526;J. Zico Kolter; Not in Google Scholar; Not in Google Scholar;;
8527;Ryan J. Tibshirani;14; Carnegie Mellon University;;
8528;Carlo Ciliberto;8; Massachusetts Institute of Technology;;
8529;Matey Neykov;4; Carnegie Mellon Univeristy;;
853;Lance C. Walton; Not in Google Scholar; Not in Google Scholar;;
8530;Ruth Urner;9; ;;
8531;Chengkai Zhang;2; MIT;;
8532;Tianfan Xue;10; Massachusetts Institute of Technology;;
8533;Seyed Mohammad Javad Hosseini; Not in Google Scholar; Not in Google Scholar;;
8534;Su-In Lee;18; University of Washington;;
8535;Mathias Niepert;19; ;;
8536;Alex M. Lamb;7; Amazon;;
8537;Anirudh Goyal ALIAS PARTH GOYAL; Not in Google Scholar; Not in Google Scholar;;
8538;Ying Zhang;21; University of Technology Sydney;;
8539;Saizheng Zhang;8; University of Montreal;;
854;David L. Bisset; Not in Google Scholar; Not in Google Scholar;;
8540;Matthew Chalk; Not in Google Scholar; Not in Google Scholar;;
8541;Olivier Marre;18; INSERM;;
8542;Gasper Tkacik;26; Institute of Science and Technology Austria;;
8543;Xiaojing Ye;12; Georgia State University;;
8544;Sahar Harati;3; Emory University;;
8545;Qi Lei;3; University of Texas at Austin;;
8546;Vu C. Dinh;5; ;;
8547;Lam S. Ho;6; Dalhousie University;;
8548;Binh Nguyen;10; Rensselaer Polytechnic Institute;;
8549;Duy Nguyen;3; University of Wisconsin-Madison;;
855;David Chapman;10; University of Queensland;;
8550;William H. Montgomery; Not in Google Scholar; Not in Google Scholar;;
8551;Xiaotong Yuan; Not in Google Scholar; Not in Google Scholar;;
8552;Qingshan Liu;35; Nanjing University of Information Sciences and Technology;;
8553;Dogyoon Song; Not in Google Scholar; Not in Google Scholar;;
8554;Yihua Li; Not in Google Scholar; Not in Google Scholar;;
8555;Elad Richardson;2; Technion;;
8556;Rom Herskovitz; Not in Google Scholar; Not in Google Scholar;;
8557;Boris Ginsburg;17; NVIDIA;;
8558;Mingsheng Long;14; Tsinghua University;;
8559;Han Zhu; Not in Google Scholar; Not in Google Scholar;;
856;J. Jeffrey Mahoney; Not in Google Scholar; Not in Google Scholar;;
8560;Jianmin Wang;32; Tsinghua University;;
8561;Zeynep Akata;12; ;;
8562;Santosh Mohan;1; ;;
8563;Samuel Tenka; Not in Google Scholar; Not in Google Scholar;;
8564;Stefan Falkner;7; University of Freiburg;;
8565;Gautam Dasarathy;8; Rice University;;
8566;Junier B. Oliva;6; Carnegie Mellon University;;
8567;Christopher Lynn;6; University of Alabama;;
8568;Victor Soto; Not in Google Scholar; Not in Google Scholar;;
8569;Alberto Su?rez; Not in Google Scholar; Not in Google Scholar;;
857;Raymond J. Mooney;78; University of Texas at Austin;;
8570;Gonzalo Martinez-Mu?oz; Not in Google Scholar; Not in Google Scholar;;
8571;Dmitry Krotov;7; Institute for Advanced Study;;
8572;Ashish Khetan;3; UIUC;;
8573;Vicki Cheung; Not in Google Scholar; Not in Google Scholar;;
8574;Alec Radford;4; ;;
8575;ALEXANDROS GEORGOGIANNIS; Not in Google Scholar; Not in Google Scholar;;
8576;Bang Cong Vu;8; EPFL;;
8577;Yanyao Shen;3; University of Texas at Austin;;
8578;Qixing Huang;25; UT Austin;;
8579;Andrey Lokhov;5; Los Alamos National Laboratory;;
858;Radford M. Neal;42; University of Toronto;;
8580;Eric Schulz;5; ;;
8581;Maarten Speekenbrink;10; University College London;;
8582;Mingbo Cai;4; Princeton University;;
8583;Nicolas W. Schuck;8; Princeton University;;
8584;Tengyao Wang;5; University of Cambridge;;
8585;Quentin Berthet;5; University of Cambridge;;
8586;Yaniv Plan; Not in Google Scholar; Not in Google Scholar;;
8587;zhiyuan li; Not in Google Scholar; Not in Google Scholar;;
8588;Thodoris Lykouris;4; Cornell University;;
8589;Artem Sokolov;9; Heidelberg University;;
859;Tom M. Mitchell;75; Carnegie Mellon University;;
8590;Julia Kreutzer;4; University of Heidelberg;;
8591;Stefan Riezler; Not in Google Scholar; Not in Google Scholar;;
8592;Horace Pan; Not in Google Scholar; Not in Google Scholar;;
8593;Wataru Kumagai;5; ;;
8594;R?my Degenne; Not in Google Scholar; Not in Google Scholar;;
8595;Vianney Perchet;9; ;;
8596;Noah Apthorpe; Not in Google Scholar; Not in Google Scholar;;
8597;Alexander Riordan;1; Princeton University;;
8598;Robert Aguilar; Not in Google Scholar; Not in Google Scholar;;
8599;Jan Homann; Not in Google Scholar; Not in Google Scholar;;
86;John Y. Cheung; Not in Google Scholar; Not in Google Scholar;;
860;Christopher Bowman;82; University of Colorado;;
8600;Yi Gu;7; Stanford University;;
8601;David Tank;71; Princeton University;;
8602;Gao Huang;8; Cornell University;;
8603;Chuan Guo;3; Cornell University;;
8604;Yu Sun;48; University of Toronto;;
8605;Diane Bouchacourt;1; University of Oxford;;
8606;Pawan K. Mudigonda; Not in Google Scholar; Not in Google Scholar;;
8607;Mathieu Blondel;8; ;;
8608;Akinori Fujino; Not in Google Scholar; Not in Google Scholar;;
8609;Masakazu Ishihata;6; Hokkaido University;;
861;Holm Schwarze; Not in Google Scholar; Not in Google Scholar;;
8610;Albert S. Berahas;2; Northwestern University;;
8611;Yusuf Aytar;8; MIT;;
8612;Yizhe Zhang;4; Duke university;;
8613;Zolt?n Szab?; Not in Google Scholar; Not in Google Scholar;;
8614;Ruihao Zhu; Not in Google Scholar; Not in Google Scholar;;
8615;Shahin Jabbari;5; University of Pennsylvania;;
8616;Ryan M. Rogers;6; University of Pennsylvania;;
8617;Steven Z. Wu; Not in Google Scholar; Not in Google Scholar;;
8618;Ivan Herreros;9; Universitat Pompeu Fabra;;
8619;Xerxes Arsiwalla; Not in Google Scholar; Not in Google Scholar;;
862;Richard K. Belew;44; UCSD;;
8620;Paul Verschure;42; Universitat Pompeu Fabra;;
8621;Ara Vartanian;0; ;;
8622;Saleema Amershi;19; ;;
8623;Valentina Zantedeschi;2; ;;
8624;R?mi Emonet; Not in Google Scholar; Not in Google Scholar;;
8625;Marc Sebban;19; Jean Monnet University;;
8626;David Pal;13; Yahoo Labs;;
8627;Chelsea Finn;10; UC Berkeley;;
8628;Songbai Yan; Not in Google Scholar; Not in Google Scholar;;
8629;Tara Javidi;24; UCSD;;
863;H. Sebastian Seung; Not in Google Scholar; Not in Google Scholar;;
8630;Pedro Mercado; Not in Google Scholar; Not in Google Scholar;;
8631;Francesco Tudisco; Not in Google Scholar; Not in Google Scholar;;
8632;Yiwen Guo; Not in Google Scholar; Not in Google Scholar;;
8633;Anbang Yao;8; ;;
8634;Yurong Chen;13; ;;
8635;Nils M. Kriege;5; TU Dortmund;;
8636;Pierre-Louis Giscard;5; University of Oxford;;
8637;Richard Wilson;4; Loughborough University;;
8638;Zhilin Yang;3; UW-Madison;;
8639;Ye Yuan;14; Huazhong University of Science and Technology;;
864;Eli Shamir; Not in Google Scholar; Not in Google Scholar;;
8640;Yuexin Wu; Not in Google Scholar; Not in Google Scholar;;
8641;Shantanu J. Jain;3; IU;;
8642;Predrag Radivojac;41; Indiana University;;
8643;Yuanzhi Li; Not in Google Scholar; Not in Google Scholar;;
8644;Salil Vadhan;54; Harvard University;;
8645;Jonathan Ullman;17; Northeastern University;;
8646;Brian Bullins; Not in Google Scholar; Not in Google Scholar;;
8647;Xiaojiao Mao; Not in Google Scholar; Not in Google Scholar;;
8648;Yu-Bin Yang; Not in Google Scholar; Not in Google Scholar;;
8649;Stefano Leonardi;14; University of Texas at Dallas;;
865;Naftali Tishby; Not in Google Scholar; Not in Google Scholar;;
8650;Aris Anagnostopoulos;19; Sapienza University of Rome;;
8651;Jakub ??cki; Not in Google Scholar; Not in Google Scholar;;
8652;Mohammad Mahdian;44; ;;
8653;Motonobu Kanagawa;3; ;;
8654;Ashkan Norouzi-Fard; Not in Google Scholar; Not in Google Scholar;;
8655;Abbas Bazzi; Not in Google Scholar; Not in Google Scholar;;
8656;Marwa El Halabi;3; EPFL;;
8657;Cheng Soon Ong;23; ;;
8658;Aurelien Garivier; Not in Google Scholar; Not in Google Scholar;;
8659;Aman Sinha;3; Stanford University;;
866;Dedre Gentner;94; Northwestern University;;
8660;Xinran He;6; ;;
8661;Ke Xu;20; University of California-Berkeley;;
8662;David Kempe; Not in Google Scholar; Not in Google Scholar;;
8663;Chengtao Li; Not in Google Scholar; Not in Google Scholar;;
8664;David Harwath;6; Massachusetts Institute of Technology;;
8665;Remi Lam; Not in Google Scholar; Not in Google Scholar;;
8666;Karen Willcox;34; MIT;;
8667;Hassan A. Kingravi;12; ;;
8668;Harshal R. Maske;1; ;;
8669;Girish Chowdhary;20; University of Illinois at Urbana Champaign;;
867;Arthur B. Markman;60; ;;
8670;Yang Liu;29; North Carolina State University;;
8671;Yiling Chen;28; Harvard University;;
8672;Hao Wu;26; Emory University;;
8673;Frank Noe; Not in Google Scholar; Not in Google Scholar;;
8674;Han-Jia Ye; Not in Google Scholar; Not in Google Scholar;;
8675;De-Chuan Zhan;7; Nanjing University;;
8676;Xue-Min Si; Not in Google Scholar; Not in Google Scholar;;
8677;Yuan Jiang;11; Oregon State University;;
8678;Abir De;6; IIT kharagpur;;
8679;Niloy Ganguly;26; Indian Institute of Technology, Kharagpur;;
868;Rahul Sarpeshkar;46; ;;
8680;Finnian Lattimore; Not in Google Scholar; Not in Google Scholar;;
8681;Maia Fraser;6; University of Ottawa;;
8682;Sougata Chaudhuri;2; University of Michigan Ann Arbor;;
8683;Moein Falahatgar; Not in Google Scholar; Not in Google Scholar;;
8684;Mesrob I. Ohannessian;8; Toyota Technological Institute at Chicago;;
8685;Jiasen Lu;6; Georgia Institute of Technology;;
8686;Jianwei Yang;10; Georgia Tech;;
8687;Yujia Li;8; ;;
8688;Saurabh Singh;7; ;;
8689;Derek Hoiem;37; University of Illinois at Urbana-Champaign;;
869;Isaac Meilijson;34; Tel Aviv University;;
8690;Ersin Yumer; Not in Google Scholar; Not in Google Scholar;;
8691;Yijie Guo; Not in Google Scholar; Not in Google Scholar;;
8692;Hao Zhou;11; Dalian University of Technology;;
8693;Sathya Narayanan Ravi; Not in Google Scholar; Not in Google Scholar;;
8694;Frederic Chazal;28; ;;
8695;Ilaria Giulini; Not in Google Scholar; Not in Google Scholar;;
8696;Bertrand Michel; Not in Google Scholar; Not in Google Scholar;;
8697;Edwin Stoudenmire;14; UC Irvine;;
8698;David J. Schwab;18; Northwestern University;;
8699;James Atwood;4; UMass Amherst;;
87;Massoud Omidvar; Not in Google Scholar; Not in Google Scholar;;
870;Tim Hunkapiller; Not in Google Scholar; Not in Google Scholar;;
8700;Junhong Lin; Not in Google Scholar; Not in Google Scholar;;
8701;Yuhuai Wu; Not in Google Scholar; Not in Google Scholar;;
8702;Maximilian Balandat; Not in Google Scholar; Not in Google Scholar;;
8703;Claire Tomlin; Not in Google Scholar; Not in Google Scholar;;
8704;Dangna Li; Not in Google Scholar; Not in Google Scholar;;
8705;Kun Yang;32; University of Essex;;
8706;Wing Hung Wong; Not in Google Scholar; Not in Google Scholar;;
8707;Sven Eberhardt;3; Brown University;;
8708;Jonah G. Cader; Not in Google Scholar; Not in Google Scholar;;
8709;Yaniv Tenzer; Not in Google Scholar; Not in Google Scholar;;
871;Marcella A. McClure; Not in Google Scholar; Not in Google Scholar;;
8710;Ruth Heller; Not in Google Scholar; Not in Google Scholar;;
8711;Yair Heller; Not in Google Scholar; Not in Google Scholar;;
8712;Audrunas Gruslys;5; ;;
8713;Ivo Danihelka;11; Google;;
8714;Umut G??l?; Not in Google Scholar; Not in Google Scholar;;
8715;Jordy Thielen;2; ;;
8716;Michael Hanke;15; Otto-von-Guericke-University Magdeburg;;
